"TIPO";"PERIODO";"CO_ANO";"CO_PAIS";"NO_PAIS";"CO_PAIS_ISOA3";"NO_PPE_PPI";"NO_FAT_AGREG";"VL_FOB";"KG_LIQUIDO"
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Bombas, compressores, ventiladores, etc. e suas partes";"Produtos Manufaturados";144663438;9543069
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Borracha misturada,n/vulcan.em forma primar,chapas,fls.";"Produtos Manufaturados";3579411;434542
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Borracha sintética e borracha artificial";"Produtos Semimanufaturados";6319490;5729332
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Brinquedos, jogos e artigos para diversão e suas partes";"Produtos Manufaturados";320092;7843
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Cabos e fibras sintéticas ou artificiais";"Produtos Manufaturados";6992;29120
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Cacau em pó";"Produtos Semimanufaturados";108887;33600
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Cachaça e caninha (rum e tafiá)";"Produtos Manufaturados";25085;5797
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Cadernos, agendas e artigos semelhantes";"Produtos Manufaturados";849;217
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Café cru em grão";"Produtos Básicos";13013677;4309925
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Café solúvel";"Produtos Manufaturados";1067948;140967
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Café torrado, descafeinado ou não";"Produtos Básicos";117544;14568
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Caixas, sacos e outras embalagens, de papel ou de pasta";"Produtos Manufaturados";38767;20734
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Caixotes, caixas, engradados, etc. de madeira";"Produtos Manufaturados";485519;379608
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Calçados";"Produtos Manufaturados";4391605;216656
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Caldeiras, suas partes e aparelhos auxiliares";"Produtos Manufaturados";6770;16
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Câmaras de ar, de borracha";"Produtos Manufaturados";168;11
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Camisetas \"t-shirts\" e camisetas interiores, de malha";"Produtos Manufaturados";566;0
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Carne de bovino congelada, fresca ou refrigerada";"Produtos Básicos";476390658;97477920
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Carne de equino congelada, fresca ou refrigerada";"Produtos Básicos";35480;21750
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Carne de frango congelada, fresca ou refrig.incl.miudos";"Produtos Básicos";607659787;307042267
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Carne de suíno congelada, fresca ou refrigerada";"Produtos Básicos";9823074;5225236
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Catodos de cobre";"Produtos Semimanufaturados";558241178;102190711
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Catodos de níquel";"Produtos Semimanufaturados";2035278;220000
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Caulim e outras argilas caulinicas";"Produtos Básicos";5809895;40423610
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Celulose";"Produtos Semimanufaturados";1849680283;3843491160
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Centrifugadores e aparelhos para filtrar ou depurar";"Produtos Manufaturados";178040049;4986821
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Centro de usinagem e maqs. estações múltiplas, p/metais";"Produtos Manufaturados";2969010;1087547
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Ceras vegetais";"Produtos Semimanufaturados";15856372;2126000
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Cerveja de malte";"Produtos Manufaturados";17607;14063
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Chapas e folhas de borracha vulcanizada não endurecida";"Produtos Manufaturados";548237;47993
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Chapas, folhas, tiras, películas e laminas, de plástico";"Produtos Manufaturados";2375000;272535
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Chassis com motor e carroçarias p/ veículos automóveis";"Produtos Manufaturados";1825896;142192
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Chocolate e preparações alimentícias com cacau";"Produtos Manufaturados";224939;88709
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Cilindros hidráulicos";"Produtos Manufaturados";130481;15491
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Circuitos impressos";"Produtos Manufaturados";2086775;18046
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Circuitos integrados e microconjuntos eletrônicos";"Produtos Manufaturados";26497140;20255
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Cobalto em bruto";"Produtos Semimanufaturados";1632861;62600
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Cobre, em barras, perfis, fios, chapas, folhas e tiras";"Produtos Manufaturados";15206704;2510209
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Colofonias, ácidos resínicos e seus derivados";"Produtos Manufaturados";9643060;6466000
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Compostos de função cetona ou de função quinona";"Produtos Manufaturados";290548;165510
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Compostos de funções nitrogenadas";"Produtos Manufaturados";966498;334672
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Compostos heterocíclicos, seus sais e sulfonamidas";"Produtos Manufaturados";1574832;527122
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Compostos organo-inorgânicos";"Produtos Manufaturados";2957;1002
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Condensadores elétricos, fixos, variáveis ou ajustáveis";"Produtos Manufaturados";14976148;294611
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Construções e suas partes,de ferro fundido,ferro ou aço";"Produtos Manufaturados";14468019;4371028
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Construções pré-fabricadas";"Produtos Manufaturados";1060;30
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Consumo de bordo - demais";"Operações Especiais";1318664;485667
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Consumo de bordo - óleos e combustíveis";"Operações Especiais";3498279;5224361
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Cordas e cabos de ferro ou aço,não isolados p/uso eletr";"Produtos Manufaturados";1330807;364453
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Corindo artificial";"Produtos Manufaturados";69612;57000
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Correia transportadora/transmissão,de borracha vulcaniz";"Produtos Manufaturados";34578;1153
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Correntes, de ferro fundido, ferro ou aço";"Produtos Manufaturados";140150;3763
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Couros e peles, depilados, exceto em bruto";"Produtos Semimanufaturados";619651645;169342956
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Demais produtos básicos";"Produtos Básicos";118455600;126065650
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Demais produtos manufaturados";"Produtos Manufaturados";146513899;246208336
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Demais produtos semimanufaturados";"Produtos Semimanufaturados";65695138;103304702
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Desperdícios e resíduos de cobre";"Produtos Básicos";54858465;14808756
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Desperdícios e resíduos de ferro ou aço";"Produtos Básicos";1770630;2009596
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Dextrina e outros amidos e féculas modificados";"Produtos Manufaturados";21341;4343
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Eletrodos";"Produtos Manufaturados";505;505
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Espelhos retrovisores para veículos";"Produtos Manufaturados";3525;125
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Etanol";"Produtos Manufaturados";54212242;95417047
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Éteres alcoólicos e seus derivados";"Produtos Manufaturados";6039909;5179951
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Extratos tanantes de origem vegetal";"Produtos Semimanufaturados";6082432;3973645
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Extratos,essências,concentrado de café,exc.café solúvel";"Produtos Manufaturados";22609;2926
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Facas, navalhas, aparelhos de barbear e tesouras";"Produtos Manufaturados";128295;22098
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Falsos tecidos sintéticos ou artificiais";"Produtos Manufaturados";1173115;291411
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Farelo e resíduos da extração de óleo de soja";"Produtos Básicos";637904;1600000
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Farelo e resíduos da extração de óleos veget.,exc. soja";"Produtos Básicos";31212;13061
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Fenóis, fenóis-álcoois";"Produtos Manufaturados";12116;2540
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Ferragens para portas e janelas, de metais comuns";"Produtos Manufaturados";1186183;106541
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Ferramentas de uso manual ou para uso em maquinas";"Produtos Manufaturados";3951505;154563
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Ferramentas eletromecânicas com motor, de uso manual";"Produtos Manufaturados";192919;17261
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Ferramentas manuais, pneumáticas, hidráulicas, etc.";"Produtos Manufaturados";3686080;126998
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Ferro-ligas";"Produtos Semimanufaturados";570995106;69256306
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Fibras de vidro e suas obras";"Produtos Manufaturados";35790394;23248689
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Fio-máquina e barras de ferro ou aços";"Produtos Manufaturados";285768;209108
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Fios de fibras têxteis, sintéticas ou artificiais";"Produtos Manufaturados";712559;591920
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Fios de seda não acondicionados para venda a varejo";"Produtos Manufaturados";17135;1537
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Fios, cabos e condutores para uso elétrico";"Produtos Manufaturados";11773480;1404843
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Fitas de fibras sintéticas ou artificiais";"Produtos Manufaturados";2778330;397304
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Fumo em folhas e desperdícios";"Produtos Básicos";263592517;43199073
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Fumo manufaturado e seus sucedâneos";"Produtos Manufaturados";366811;82170
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Gelatinas e colas para usos industriais";"Produtos Manufaturados";510;7
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Goiabas, mangas e mangostões frescos";"Produtos Básicos";2254;1144
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Goma-laca, gomas e resinas naturais";"Produtos Básicos";25;1
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Grafita natural";"Produtos Básicos";333174;39200
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Grupos para condicionamento de ar";"Produtos Manufaturados";260394;5535
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Guarnições para embreagens";"Produtos Manufaturados";2872672;145082
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Guarnições para freios";"Produtos Manufaturados";636703;286987
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Heterosídios e alcaloides vegetais,naturais/reproduzido";"Produtos Manufaturados";3744584;144303
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Hidrocarbonetos e seus derivados halogenados, etc.";"Produtos Manufaturados";23213198;30200302
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Inseticidas, formicidas, herbicidas e prods.semelhantes";"Produtos Manufaturados";586692;98847
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Instrumentos e aparelhos de medida, de verificação,etc.";"Produtos Manufaturados";11317397;290106
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Instrumentos e aparelhos médicos";"Produtos Manufaturados";1148191;19874
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Instrumentos e aparelhos para navegação aérea";"Produtos Manufaturados";57476;8
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Iodetos";"Produtos Manufaturados";1712301;77200
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Juntas e gaxetas de borracha vulcanizada não endurecida";"Produtos Manufaturados";2403879;29618
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Lagostas congeladas";"Produtos Básicos";120205;8410
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Laminadores de metais e seus cilindros";"Produtos Manufaturados";183033;63919
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Lâmpadas, tubos elétricos e faróis";"Produtos Manufaturados";79118;1127
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Lápis para escrever";"Produtos Manufaturados";166;2
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Lentes para óculos e lentes de contato";"Produtos Manufaturados";10180236;71740
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Leveduras e outros microorganismos monocelulares,mortos";"Produtos Manufaturados";2061106;1271334
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Ligas de alumínio, em bruto";"Produtos Semimanufaturados";123797;30378
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Livros, revistas, jornais e impressos semelhantes";"Produtos Manufaturados";13151;392
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Loucas de cerâmica para uso doméstico,higiene, toucador";"Produtos Manufaturados";126;8
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Madeira compensada ou contraplacada e semelhantes";"Produtos Manufaturados";207615;316900
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Madeira em estilhas ou em partículas";"Produtos Semimanufaturados";9271411;105430726
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Madeira laminada";"Produtos Semimanufaturados";1550472;3067267
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Madeira perfilada, mesmo aplainada, polida ou unida";"Produtos Manufaturados";634850;838433
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Madeira serrada ou fendida longitud. de espessura > 6mm";"Produtos Semimanufaturados";44787215;84637964
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Madeiras em bruto";"Produtos Básicos";4202525;37036102
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Maquinas-ferramentas para forjar ou trabalhar metais";"Produtos Manufaturados";16723491;1708889
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Maquinas automáticas p/process.de dados e suas unidades";"Produtos Manufaturados";2444819;14141
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Maquinas de calcular,de contabilidade,registradora,etc.";"Produtos Manufaturados";6014;26
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Máquinas de costura,suas partes e pecas";"Produtos Manufaturados";133870;1100
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Maquinas de lavar roupa e suas partes";"Produtos Manufaturados";9267;120
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Maquinas e aparelhos de elevação de carga,descarga,etc.";"Produtos Manufaturados";440878;66005
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Maquinas e aparelhos p/ encher, fechar, empacotar, etc.";"Produtos Manufaturados";96956;1693
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Maquinas e aparelhos p/fabr.de pasta celulósica e papel";"Produtos Manufaturados";287888;10485
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Maquinas e aparelhos p/fabr.ind. de alimentos e bebidas";"Produtos Manufaturados";18469;190
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Maquinas e aparelhos p/moldar borracha ou plástico";"Produtos Manufaturados";71541;1956
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Maquinas e aparelhos p/terraplanagem, perfuração, etc.";"Produtos Manufaturados";495028;49152
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Maquinas e aparelhos p/tratam.de pedra e subst. mineral";"Produtos Manufaturados";2622657;212541
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Maquinas e aparelhos p/uso agrícola (exceto trator)";"Produtos Manufaturados";2997466;372663
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Mármores e granitos, em bruto ou desbastados";"Produtos Básicos";99239229;562552898
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Matérias corantes orgânicas sintéticas";"Produtos Manufaturados";333630;33392
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Matérias,desperdícios e resíduos vegetais p/alim.animal";"Produtos Básicos";22694574;29755310
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Mates de cobre, cobre de cementação (precipit.de cobre)";"Produtos Semimanufaturados";30248555;19052972
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Medicamentos para medicina humana e veterinária";"Produtos Manufaturados";5912024;89239
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Mel natural";"Produtos Básicos";426283;63359
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Microfones e alto-falantes e suas partes";"Produtos Manufaturados";1101602;16806
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Milho em grãos";"Produtos Básicos";30356933;146916978
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Minérios de alumínio e seus concentrados";"Produtos Básicos";49361345;1791043700
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Minérios de chumbo e seus concentrados";"Produtos Básicos";11016217;15879968
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Minérios de cobre e seus concentrados";"Produtos Básicos";198737506;130195354
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Minérios de ferro e seus concentrados";"Produtos Básicos";6452277748;185231006932
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Minérios de manganês e seus concentrados";"Produtos Básicos";59525062;806440770
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Mistura de subst.odorif.p/ind.alimentar,de bebidas,etc.";"Produtos Manufaturados";2298219;248017
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Miudezas de animais, comestíveis";"Produtos Básicos";206178;56694
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Mobiliário p/medicina,odontolog.veterinária,salão belez";"Produtos Manufaturados";12252;825
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Molas e folhas de molas, de ferro ou aço";"Produtos Manufaturados";3594227;399618
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Moldes para metais,vidro,minerais, borracha ou plástico";"Produtos Manufaturados";2673728;107908
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Motocicletas";"Produtos Manufaturados";76560;1279
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Motores à pistão, outros";"Produtos Manufaturados";218685;12555
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Motores e turbinas para aviação";"Produtos Manufaturados";6604130;2862
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Motores para veículos automóveis e suas partes";"Produtos Manufaturados";37944835;2889321
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Motores,geradores e transformadores eletr.e suas partes";"Produtos Manufaturados";98431451;4856695
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Moveis e suas partes, exceto medico-cirúrgicos";"Produtos Manufaturados";5173876;897074
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Mudas, enxertos e plantas vivas";"Produtos Básicos";9920;154
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Objetos de vidro para uso doméstico ou ornamentação";"Produtos Manufaturados";126223;108836
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Obras de alumínio";"Produtos Manufaturados";981057;60934
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Obras de borracha vulcanizada não endurecida, outras";"Produtos Manufaturados";1307472;84993
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Obras de couro natural ou reconstituído";"Produtos Manufaturados";7430;33
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Obras de ferro ou aço, outras";"Produtos Manufaturados";7478766;1555941
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Obras de gálio, háfnio, índio, nióbio, rênio e tálio";"Produtos Manufaturados";11701476;133861
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Obras de madeira, outras";"Produtos Manufaturados";147451;569322
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Obras de marcenaria ou de carpintaria para construções";"Produtos Manufaturados";20748;27222
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Obras de mármore e granito";"Produtos Manufaturados";3442390;2136519
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Obras de plástico, outras";"Produtos Manufaturados";2991093;132838
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Óleo de soja em bruto";"Produtos Semimanufaturados";138253383;204246980
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Óleo de soja refinado";"Produtos Manufaturados";774810;1000000
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Óleos ácidos de refinação e ácidos graxos industriais";"Produtos Manufaturados";159869;104990
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Óleos brutos de petróleo";"Produtos Básicos";4138635289;13156458926
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Óleos essenciais e seus subprodutos";"Produtos Manufaturados";16524612;4977647
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Óleos lubrificantes";"Produtos Manufaturados";1456111;693163
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Órgãos e substâncias de animais, p/prepar.prods.farmac.";"Produtos Básicos";675936;90420
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Outs.sucos de frutas ou prods. hortícolas, cong. ou não";"Produtos Manufaturados";1030217;69424
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Óxidos e hidróxidos de alumínio";"Produtos Manufaturados";94722747;351159193
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Óxidos e hidróxidos de ferro";"Produtos Manufaturados";100946;158500
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Painéis de fibras comprimidas de madeira";"Produtos Manufaturados";13550;43520
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Painéis de partículas e painéis semelhantes, de madeira";"Produtos Manufaturados";4599194;13873729
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Papeis de camada múltipla";"Produtos Manufaturados";136157;146516
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Papel e cartão kraft, em rolos ou em folhas";"Produtos Manufaturados";3839837;6595132
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Papel e cartão revestidos, impregnados, recobertos,etc.";"Produtos Manufaturados";3968;536
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Papel e cartão, para escrita,impressão ou fins gráficos";"Produtos Manufaturados";124945517;124982422
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Papel p/fabricação de papel higiênico, lenço ou toalha";"Produtos Manufaturados";3415;3700
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Parafusos,pinos,porcas e artefs.semelhs.de ferro ou aço";"Produtos Manufaturados";4305796;384266
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Partes de calçados";"Produtos Manufaturados";465340;87786
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Partes e acessórios de equipam. p/movimentação de carga";"Produtos Manufaturados";6108585;1180428
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Partes e acessórios de maqs.automat.p/process. de dados";"Produtos Manufaturados";5008446;38075
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Partes e acessórios para maquinas-ferramentas";"Produtos Manufaturados";3893609;353586
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Partes e pecas de aviões,helicópteros,outs.veíc. aéreos";"Produtos Manufaturados";9860493;7700
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Partes e pecas para veículos automóveis e tratores";"Produtos Manufaturados";15013518;1221606
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Pedras p/calcetar, placas p/paviment. de pedra natural";"Produtos Semimanufaturados";198595;636193
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Pedras preciosas ou semipreciosas, trabalhadas";"Produtos Manufaturados";16513089;1783648
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Pedras preciosas ou semipreciosas,em bruto,não engastad";"Produtos Básicos";8265588;7381060
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Peixes congelados, frescos ou refrigerados";"Produtos Básicos";4192983;1697685
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Peleteria, exceto em bruto";"Produtos Semimanufaturados";537321;85685
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Perfis e fios, de ferro ou aço";"Produtos Manufaturados";364132;272134
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Pilhas, baterias e acumuladores elétricos";"Produtos Manufaturados";2953532;23786
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Pimenta em grão";"Produtos Básicos";5344;320
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Pisos e revestimentos cerâmicos";"Produtos Manufaturados";4180;2270
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Plataformas de perfuração ou de exploração, dragas, etc";"Produtos Manufaturados";394180887;53701770
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Pneumáticos";"Produtos Manufaturados";3890012;594380
"EXPORTAÇÕES";"Total";"2015";"160";"China";"CHN";"Poliacetais e outros polieteres em formas primárias";"Produtos Manufaturados";3725849;2522863
