"TIPO";"PERIODO";"CO_ANO";"CO_PAIS";"NO_PAIS";"CO_PAIS_ISOA3";"NO_PPE_PPI";"NO_FAT_AGREG";"VL_FOB";"KG_LIQUIDO"
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Caixas de relógios de pulso ou de bolso e suas partes";"Produtos Manufaturados";6550246;54835
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Caixas, sacos e outras embalagens, de papel ou de pasta";"Produtos Manufaturados";10660575;5258454
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Calçados";"Produtos Manufaturados";22477656;984858
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Calças, jardineiras, etc. de uso feminino";"Produtos Manufaturados";48913490;3335852
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Calças,jardineiras,bermudas e \"shorts\",de uso masculino";"Produtos Manufaturados";37258247;2224724
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Caldeiras de vapor e \"de agua superaquecida\" e partes";"Produtos Manufaturados";54137;23963
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Câmaras de ar, de borracha";"Produtos Manufaturados";21109369;5839473
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Caminhões-guindastes";"Produtos Manufaturados";812026;195138
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Camisas de uso masculino";"Produtos Manufaturados";38294476;1962762
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Canetas e lapiseiras e suas partes";"Produtos Manufaturados";4983538;853808
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Carbonatos";"Produtos Manufaturados";3721100;7155393
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Centrifugadores e aparelhos para filtrar ou depurar";"Produtos Manufaturados";31450348;4272967
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Centros de usinagem/máqs.estações multipl.p/trab.metais";"Produtos Manufaturados";815391;90124
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Ceras artificiais ou preparadas";"Produtos Manufaturados";1600117;703035
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Cevada em grãos";"Produtos Básicos";2084;2000
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Chapas e filmes fotográficos, não impressionados";"Produtos Manufaturados";1451060;316914
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Chapas, folhas, tiras, películas e lâminas, de plástico";"Produtos Manufaturados";80523262;26542571
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Chassis com motor e carroçarias p/veículos automóveis";"Produtos Manufaturados";4158810;568386
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Chocolate e preparações alimentícias com cacau";"Produtos Manufaturados";515661;114869
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Cimentos hidráulicos";"Produtos Manufaturados";6019385;144401600
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Circuitos impressos";"Produtos Manufaturados";112279678;2285788
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Circuitos impressos e outs.partes p/apars.de telefonia";"Produtos Manufaturados";646206566;3050960
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Circuitos integrados e microconjuntos eletrônicos";"Produtos Manufaturados";275677466;236794
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Cloreto de potássio";"Produtos Semimanufaturados";117;1
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Cobertores e mantas";"Produtos Manufaturados";14712244;2312013
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Cobre refinado (afinado), exceto os catodos";"Produtos Semimanufaturados";210;1
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Colas e outros adesivos preparados";"Produtos Manufaturados";10594545;3699733
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Colmeia de cerâm.de alumina,sílica e óxido magnésio,etc";"Produtos Manufaturados";120269;2684
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Compostos de função cetona ou de função quinona";"Produtos Manufaturados";15296823;2143334
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Compostos de funções nitrogenadas";"Produtos Manufaturados";95481917;28206257
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Compostos heterocíclicos, seus sais e sulfonamidas";"Produtos Manufaturados";185403318;25842826
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Compostos organo-inorgânicos";"Produtos Manufaturados";107615602;23031349
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Condensadores elétricos, fixos, variáveis ou ajustáveis";"Produtos Manufaturados";38799180;1607502
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Construções e suas partes,de ferro fundido,ferro ou aço";"Produtos Manufaturados";33838542;18886186
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Construções pré-fabricadas";"Produtos Manufaturados";1808472;1075588
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Coque de petróleo";"Produtos Manufaturados";7306;15000
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Coques e semicoques de hulha,de linhita ou de turfa,etc";"Produtos Básicos";94596289;481635646
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Cordas e cabos de ferro ou aço,não isolados p/uso elétr";"Produtos Manufaturados";12426188;8885338
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Correia transportadora/transmissão,de borracha vulcaniz";"Produtos Manufaturados";14449613;5240571
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Correntes, de ferro fundido, ferro ou aço";"Produtos Manufaturados";27677381;13849185
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Couros e peles, exceto em bruto";"Produtos Semimanufaturados";103613;5697
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Cristais piezoelétricos montados";"Produtos Manufaturados";16347161;64926
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Demais produtos básicos";"Produtos Básicos";74389457;47302080
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Demais produtos manufaturados";"Produtos Manufaturados";1502702709;406966191
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Demais produtos semimanufaturados";"Produtos Semimanufaturados";6646532;2181494
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Diodos e transístores,exc.fotodiodos e fototransístores";"Produtos Manufaturados";27319798;257516
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Dióxidos de silício";"Produtos Manufaturados";5128831;8255407
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Discos não gravad.p/leitura a laser,podendo gravar 1vez";"Produtos Manufaturados";1635;72
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Disposit.de armazenam.não-volátil,dados base semicondut";"Produtos Manufaturados";6250883;23658
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Dispositivos de cristais líquidos (lcd)";"Produtos Manufaturados";14208981;106451
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Dispositivos semicondutores";"Produtos Manufaturados";19614630;725991
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Doces, geleias, purês e pastas de frutas";"Produtos Manufaturados";474;729
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Elementos de vias férreas de ferro fundido,ferro ou aço";"Produtos Manufaturados";52360160;58786132
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Eletrodos";"Produtos Manufaturados";657288;201121
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Embarcações";"Produtos Manufaturados";28998031;13981555
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Enxofre, exc.o enxofre sublimado,precipitado e coloidal";"Produtos Básicos";393333;155000
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Enzimas e enzimas preparadas";"Produtos Manufaturados";2240437;587688
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Espelhos retrovisores para veículos";"Produtos Manufaturados";780347;213190
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Éteres alcoólicos e seus derivados";"Produtos Manufaturados";6455446;808191
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Etiquetas de qualquer espécie, de papel ou cartão";"Produtos Manufaturados";1291660;173703
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Facas, navalhas, aparelhos de barbear e tesouras";"Produtos Manufaturados";9282100;2494164
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Falsos tecidos sintéticos ou artificiais";"Produtos Manufaturados";16642774;4879653
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Farinha de trigo";"Produtos Manufaturados";58099;80160
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Feijão preto, em grãos, secos";"Produtos Básicos";9847134;13267981
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Ferragens para portas e janelas, de metais comuns";"Produtos Manufaturados";62309768;22580616
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Ferramentas de uso manual ou para uso em máquinas";"Produtos Manufaturados";63539592;11797041
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Ferramentas eletromecânicas com motor, de uso manual";"Produtos Manufaturados";42292942;5026156
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Ferramentas manuais, pneumáticas, hidráulicas, etc.";"Produtos Manufaturados";24537108;2468125
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Ferro-ligas";"Produtos Semimanufaturados";8846262;6272230
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Fibras de vidro e suas obras";"Produtos Manufaturados";11005076;6383885
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Fibras ópticas";"Produtos Manufaturados";128834;3488
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Filés de merluza, congelados";"Produtos Básicos";57924932;24996606
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Filés de peixes congelados, exceto de merluza";"Produtos Básicos";40327051;9086697
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Fio-máquinas e barras de ferro ou aços";"Produtos Manufaturados";55690914;88097696
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Fios de algodão";"Produtos Manufaturados";2085658;1024429
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Fios de fibras têxteis, sintéticas ou artificiais";"Produtos Manufaturados";93946445;40058104
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Fios e cordas de borracha vulcanizada";"Produtos Manufaturados";87426;52571
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Fios, varetas, eletrodos, etc./soldar, de metais comuns";"Produtos Manufaturados";2566075;1984801
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Fios,cabos e condutores para uso elétrico";"Produtos Manufaturados";104842473;13279026
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Fitas magnéticas, não gravadas";"Produtos Manufaturados";173457;1141
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Fluoretos";"Produtos Manufaturados";2365488;1957375
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Fornos elétr.industriais ou de laboratório, suas partes";"Produtos Manufaturados";1097505;96969
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Fornos industriais ou de laboratório, não elétricos";"Produtos Manufaturados";17700198;2189998
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Fósforo (elemento químico não metálico)";"Produtos Manufaturados";105064;18000
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Fraldas de papel, lenços,toalhas e absorventes de papel";"Produtos Manufaturados";1631910;527016
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Fritas de vidro e outs.vidros,em pó,em grânulos,etc.";"Produtos Manufaturados";38059;1600
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Fumo em folhas e desperdícios";"Produtos Básicos";1689654;409260
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Garrafas, frascos e outros recipientes de vidro";"Produtos Manufaturados";6281336;5570277
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Gás butano liquefeito";"Produtos Manufaturados";49140;7862
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Geradores de sinais elétricos";"Produtos Manufaturados";865851;16736
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Goma xantana, em formas primárias";"Produtos Manufaturados";4217987;1405475
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Grafita artificial";"Produtos Manufaturados";785098;308633
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Granalhas e pós de ferro ou aço";"Produtos Semimanufaturados";278537;150141
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Guarnições para freios";"Produtos Manufaturados";327506;137476
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Helicópteros";"Produtos Manufaturados";17358;590
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Heterosídios e alcaloides vegetais,naturais/reproduzido";"Produtos Manufaturados";5074213;222201
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Hidrocarbonetos e seus derivados halogenados, etc.";"Produtos Manufaturados";18164361;7831136
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Hidróxido de sódio (soda cáustica)";"Produtos Manufaturados";1875761;4654000
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Hormônios naturais, reprod.por síntese e seus derivados";"Produtos Manufaturados";8037407;9430
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Hulhas,mesmo em pó, mas não aglomeradas";"Produtos Básicos";710552;1896000
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Iates,barcos,canoas e embarcações de recreio ou esporte";"Produtos Manufaturados";420876;47310
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Ímãs permanentes de metal,e artefat.magnetizav.p/ímãs";"Produtos Manufaturados";3261120;95818
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Impressos publicitários, estampas, gravuras, etc.";"Produtos Manufaturados";3010468;565044
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Inseticidas, formicidas, herbicidas e prods.semelhantes";"Produtos Manufaturados";42803783;8190407
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Instrumentos e aparelhos de medida, de verificação, etc";"Produtos Manufaturados";74449980;2611219
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Instrumentos e aparelhos médicos";"Produtos Manufaturados";56003186;2968202
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Instrumentos e aparelhos para navegação aérea";"Produtos Manufaturados";10156;28
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Instrumentos musicais de som produzido/amplif.eletricam";"Produtos Manufaturados";9052577;556659
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Juntas metaloplásticas, jogos ou sortidos de juntas";"Produtos Manufaturados";2047788;167548
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Juntas,gaxetas,semelh.de borracha vulcan.não endurecida";"Produtos Manufaturados";4776329;395830
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Lactose e xarope de lactose";"Produtos Manufaturados";7651;10000
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Laminadores de metais e seus cilindros e suas partes";"Produtos Manufaturados";1762496;356930
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Lâmpadas, tubos elétricos e faróis";"Produtos Manufaturados";105593418;11274728
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Lentes para óculos e lentes de contato";"Produtos Manufaturados";6934262;242051
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Leveduras";"Produtos Manufaturados";4245431;1756799
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Ligas de alumínio, em bruto";"Produtos Semimanufaturados";4903794;1956325
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Livros, revistas, jornais e impressos semelhantes";"Produtos Manufaturados";11501085;2510648
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Louças e outs.artig.de porcelana,uso domést.higien,touc";"Produtos Manufaturados";4225442;1381776
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Luvas e outs.acess.de borracha vulcan.não endurecida";"Produtos Manufaturados";4943113;731097
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Malas, maletas, pastas, baús e artefatos semelhantes";"Produtos Manufaturados";26344800;7911375
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Manganês em bruto";"Produtos Semimanufaturados";5389620;2504105
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máqs.automát.p/selecionar,dobrar, etc. correspondências";"Produtos Manufaturados";30;7
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máqs.e apars.impressão,tipográfica ou por ofsete,etc.";"Produtos Manufaturados";31296765;2120485
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máqs.p/extrudar,estirar,etc.matérias têxteis sint.artif";"Produtos Manufaturados";3878193;264293
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas-ferramentas a \"laser\",por eletro-erosão,etc.";"Produtos Manufaturados";7048046;491997
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas-ferramentas p/furar, mandrilar e fresar metais";"Produtos Manufaturados";2706780;732337
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas-ferramentas p/trab.metais sem elim.de matérias";"Produtos Manufaturados";2566350;231815
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas-ferramentas p/trab.pedras,prods.cerâmicos,etc.";"Produtos Manufaturados";5148005;1059671
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas-ferramentas p/trabalhar madeira,cortiça,etc.";"Produtos Manufaturados";7024519;1541222
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas-ferramentas para forjar,estampar,etc.metais";"Produtos Manufaturados";12269340;2452746
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas-ferramentas para retificar ou brunhir metais";"Produtos Manufaturados";2257155;627652
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas automáticas p/process.de dados e suas unidades";"Produtos Manufaturados";197410620;5496964
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas de compor caracter.tipográf.processo fotográf.";"Produtos Manufaturados";890476;16980
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas de costura, suas partes e peças";"Produtos Manufaturados";28877745;5438421
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas de vazar, para metalurgia, aciaria ou fundição";"Produtos Manufaturados";1541483;410989
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas e aparelhos autopropulsores";"Produtos Manufaturados";8842164;1748736
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas e aparelhos de elevacao de carga,descarga,etc.";"Produtos Manufaturados";77206312;21602341
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas e aparelhos de terraplanagem, perfuração, etc.";"Produtos Manufaturados";64959246;18167738
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas e aparelhos p/encher,fechar,empacotar,etc.";"Produtos Manufaturados";13556618;1878404
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas e aparelhos p/fabr.de pasta celulósica e papel";"Produtos Manufaturados";7850410;681427
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas e aparelhos p/fabr.ind.de alimentos e bebidas";"Produtos Manufaturados";4616394;444509
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas e aparelhos p/tratam.de pedra e subst. mineral";"Produtos Manufaturados";12182615;2851990
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas e aparelhos para soldar,elétricos,a laser,etc.";"Produtos Manufaturados";18381126;2356565
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas e aparelhos para tingir, etc. matérias têxteis";"Produtos Manufaturados";6399269;784956
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas e aparelhos para uso agrícola (exceto trator)";"Produtos Manufaturados";8406068;2335857
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas e apars.p/amassar,misturar,moer pós,pastas,etc";"Produtos Manufaturados";980297;125389
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas e apars.p/brochura/encadernação e suas partes";"Produtos Manufaturados";184047;21648
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas e apars.p/fabr.ou conserto de calçados,couros";"Produtos Manufaturados";482010;123606
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas e apars.p/moldar borracha/plástico,suas partes";"Produtos Manufaturados";43389983;6499233
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Máquinas p/montag.lâmpadas,fabr/trab.a quente do vidro";"Produtos Manufaturados";181060;10293
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Massas alimentícias (macarrão, lasanha, etc.)";"Produtos Manufaturados";128509;174768
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Mastique de vidraceiro,cimentos de resinas,outs.mastiq.";"Produtos Manufaturados";1963299;650802
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Matérias corantes orgânicas sintéticas";"Produtos Manufaturados";36002499;4597259
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Matérias corantes, prepars.e prods.luminóforos, outras";"Produtos Manufaturados";44608935;21856719
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Medicamentos para medicina humana e veterinária";"Produtos Manufaturados";12060961;268600
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Meios de cultura prepars.p/desenvolv.de microrganismos";"Produtos Manufaturados";36068;4058
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Microfones e alto-falantes e suas partes";"Produtos Manufaturados";92495512;12035274
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Minérios de alumínio e seus concentrados";"Produtos Básicos";1439650;3227750
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Minérios de zinco e seus concentrados";"Produtos Básicos";2071;500
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Mistura de subst.odorif.p/ind.alimentar,de bebidas,etc.";"Produtos Manufaturados";977549;119572
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Molas e folhas de molas, de ferro ou aço";"Produtos Manufaturados";3399501;877319
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Moldes para borracha ou plástico,metais,vidros,etc.";"Produtos Manufaturados";25718767;2140661
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Monofenóis e polifenóis";"Produtos Manufaturados";1428622;387138
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Motocicletas";"Produtos Manufaturados";18284152;5454493
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Motores de pistão, outros";"Produtos Manufaturados";11440375;1882137
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Motores e turbinas para aviação";"Produtos Manufaturados";5827;168
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Motores hidráulicos e outros motores, e suas partes";"Produtos Manufaturados";16536763;2463744
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Motores para propulsão de embarcações";"Produtos Manufaturados";1492822;87523
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Motores para veículos automóveis e suas partes";"Produtos Manufaturados";41571951;2673446
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Motores,geradores e transformadores elétr.e suas partes";"Produtos Manufaturados";362592326;59386157
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Moveis e suas partes, exceto medico-cirúrgicos";"Produtos Manufaturados";78301148;25936356
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Negros-de-carbono e outras formas de carbono";"Produtos Manufaturados";855672;834436
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Objetos de vidro para uso doméstico ou ornamentação";"Produtos Manufaturados";20007373;14263978
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Obras de alumínio, outras";"Produtos Manufaturados";35916268;7044949
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Obras de borracha vulcanizada não endurecida, outras";"Produtos Manufaturados";15946277;3464720
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Obras de cimento, concreto ou pedra artif. mesmo arm.";"Produtos Manufaturados";11712997;16574758
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Obras de ferro ou aço, outras";"Produtos Manufaturados";49130946;26834375
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Obras de mármore e granito";"Produtos Manufaturados";2267318;2508490
"IMPORTAÇÕES";"Jan-Abr";"2015";"160";"China";"CHN";"Obras de plástico, outras";"Produtos Manufaturados";85698555;22810333
